property_id,location,city,state,latitude,longitude,area_sqft,bedrooms,bathrooms,floor_number,total_floors,furnishing_status,property_type,balcony_sqft,parking_spaces,amenities_score,nearby_workplace_km,nearby_school_km,nearby_hospital_km,nearby_metro_km,crime_rate,air_quality_index,monthly_rent
P0930,Navsari - outskirts,Navsari,Gujarat,20.95786,72.952682,419,2,2,7,12,Semi-Furnished,Apartment,49,1,1,6.97,3.23,0.41,5.13,54.2,76,2773
P0931,Junagadh - outskirts,Junagadh,Gujarat,21.498909,70.450749,1093,3,3,9,12,Unfurnished,Apartment,34,1,1,5.61,7.56,3.56,18.95,34.7,78,6886
P0932,Porbandar - central,Porbandar,Gujarat,21.615372,69.624592,866,2,2,1,9,Semi-Furnished,Apartment,32,2,2,2.14,1.2,4.7,18.88,50.1,139,4807
P0933,Surat - central,Surat,Gujarat,21.190204,72.845711,891,2,2,1,1,Semi-Furnished,Independent House,20,1,8,5.89,5.37,5.5,5.92,32.1,67,14245
P0934,Ahmedabad - central,Ahmedabad,Gujarat,22.993537,72.599494,1192,2,3,1,8,Furnished,Apartment,49,1,7,9.17,3.29,6.0,21.74,28.2,59,19786
P0935,Vadodara - central,Vadodara,Gujarat,22.279074,73.189061,261,1,1,4,7,Semi-Furnished,Apartment,6,2,3,10.96,5.26,5.4,4.05,59.0,60,2546
P0936,Surat - central,Surat,Gujarat,21.1966,72.82377,852,3,4,2,7,Unfurnished,Apartment,96,1,6,4.25,3.43,9.04,10.02,46.7,75,11827
P0937,Bhuj - central,Bhuj,Gujarat,23.231738,69.690946,736,3,4,3,9,Furnished,Apartment,77,1,2,2.98,7.46,6.55,15.32,55.6,88,4006
P0938,Vadodara - central,Vadodara,Gujarat,22.312956,73.151399,985,2,2,2,4,Semi-Furnished,Apartment,50,1,3,1.82,2.73,3.61,2.54,40.0,44,10283
P0939,Surat - central,Surat,Gujarat,21.173541,72.843842,969,2,3,1,1,Furnished,Independent House,62,2,7,6.04,3.46,2.85,16.06,39.9,48,14430
P0940,Vadodara - central,Vadodara,Gujarat,22.295711,73.156765,1149,2,2,2,8,Semi-Furnished,Apartment,135,1,6,1.19,0.63,3.49,1.31,47.9,85,13614
P0941,Rajkot - central,Rajkot,Gujarat,22.289497,70.823044,250,1,1,9,10,Unfurnished,Apartment,26,2,5,10.16,1.04,5.89,17.56,57.0,88,2502
P0942,Gandhinagar - central,Gandhinagar,Gujarat,23.217697,72.617405,955,2,2,4,6,Furnished,Apartment,94,1,5,7.8,7.36,9.81,10.68,60.0,104,12033
P0943,Bharuch - central,Bharuch,Gujarat,21.72383,73.012955,1025,3,3,7,11,Furnished,Apartment,90,1,1,8.36,3.33,8.35,12.44,48.6,119,6922
P0944,Ahmedabad - central,Ahmedabad,Gujarat,23.000693,72.577676,1145,3,3,8,9,Furnished,Apartment,77,2,6,7.19,3.24,9.33,24.67,42.9,125,17258
P0945,Surat - central,Surat,Gujarat,21.150024,72.843356,984,3,2,1,12,Unfurnished,Apartment,30,1,5,5.86,4.66,5.41,5.85,55.8,66,12591
P0946,Jamnagar - central,Jamnagar,Gujarat,22.49409,70.047416,250,1,1,9,11,Semi-Furnished,Apartment,23,1,2,8.75,4.7,4.49,24.64,63.8,68,2000
P0947,Nadiad - central,Nadiad,Gujarat,22.700558,72.886038,250,1,1,1,5,Semi-Furnished,Apartment,19,1,1,10.79,6.78,8.42,33.7,48.2,133,2000
P0948,Rajkot - central,Rajkot,Gujarat,22.332823,70.778489,1255,4,4,1,1,Semi-Furnished,Independent House,41,0,4,3.34,7.42,4.37,19.01,63.4,160,11655
P0949,Surat - central,Surat,Gujarat,21.14156,72.848796,1381,3,4,1,1,Furnished,Independent House,21,2,7,6.0,4.36,2.9,22.91,23.0,58,21764
P0950,Anand - outskirts,Anand,Gujarat,22.564876,72.943951,1189,2,3,1,12,Semi-Furnished,Apartment,41,2,1,7.11,1.85,7.94,8.13,56.1,84,7816
P0951,Navsari - central,Navsari,Gujarat,20.955479,72.941709,895,3,3,3,3,Unfurnished,Apartment,28,1,1,0.32,7.67,5.42,34.85,60.5,101,5789
P0952,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.013095,72.58323,1034,3,4,1,1,Unfurnished,Independent House,62,0,7,4.07,7.05,3.13,17.87,41.0,89,16435
P0953,Bhuj - central,Bhuj,Gujarat,23.27156,69.642321,605,2,2,10,11,Semi-Furnished,Apartment,26,1,2,0.91,0.16,3.47,16.26,65.2,77,3177
P0954,Gandhinagar - central,Gandhinagar,Gujarat,23.193641,72.637383,814,3,4,1,1,Furnished,Independent House,35,1,2,10.55,0.9,3.04,9.82,47.7,91,9115
P0955,Surat - central,Surat,Gujarat,21.142298,72.807391,250,1,1,1,1,Semi-Furnished,Independent House,2,1,7,6.35,3.08,2.7,1.72,38.6,58,3740
P0956,Diu - central,Diu,Gujarat,20.69684,70.969844,1438,2,2,1,1,Unfurnished,Independent House,44,1,1,4.6,1.08,2.05,24.61,65.1,107,10158
P0957,Bhavnagar - central,Bhavnagar,Gujarat,21.77621,72.173534,1424,2,2,4,7,Furnished,Apartment,135,1,4,2.69,0.27,4.24,32.91,41.7,113,10400
P0958,Anand - outskirts,Anand,Gujarat,22.56182,72.949651,1777,4,4,5,7,Semi-Furnished,Apartment,171,1,1,4.34,6.86,2.52,34.1,44.1,140,12193
P0959,Ahmedabad - central,Ahmedabad,Gujarat,23.022733,72.572763,1088,3,4,1,1,Unfurnished,Villa,70,2,9,9.88,6.23,7.7,0.88,37.7,96,19081
P0960,Ahmedabad - central,Ahmedabad,Gujarat,23.00408,72.590954,486,2,3,2,6,Semi-Furnished,Apartment,46,2,7,1.31,5.77,6.13,15.57,58.7,120,7252
P0961,Vapi - outskirts,Vapi,Gujarat,20.387313,72.882037,981,2,2,1,1,Unfurnished,Independent House,73,0,2,10.2,6.91,2.48,7.97,66.2,111,7332
P0962,Surat - central,Surat,Gujarat,21.146127,72.839158,1522,3,4,1,1,Semi-Furnished,Independent House,75,1,7,9.41,6.74,6.5,1.49,27.7,86,23618
P0963,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.034134,72.581807,469,2,2,7,7,Unfurnished,Apartment,28,1,7,11.9,6.75,7.98,4.64,58.8,84,6996
P0964,Surat - central,Surat,Gujarat,21.186966,72.815287,354,0,1,4,4,Furnished,Apartment,23,1,6,8.39,1.44,9.36,3.79,54.6,90,4777
P0965,Vapi - central,Vapi,Gujarat,20.373271,72.901689,1242,2,2,1,3,Semi-Furnished,Apartment,83,1,3,6.04,1.18,9.56,24.71,69.8,107,9695
P0966,Surat - outskirts,Surat,Gujarat,21.182797,72.81786,761,2,2,1,9,Unfurnished,Apartment,51,0,6,4.8,1.23,1.38,20.11,41.0,133,10777
P0967,Rajkot - central,Rajkot,Gujarat,22.28492,70.780853,380,1,1,2,3,Semi-Furnished,Apartment,16,0,4,11.74,6.62,7.64,7.33,50.9,39,3694
P0968,Anand - central,Anand,Gujarat,22.553548,72.912379,747,3,4,3,3,Semi-Furnished,Apartment,70,2,2,10.62,3.07,0.42,28.6,39.7,120,5530
P0969,Ahmedabad - central,Ahmedabad,Gujarat,23.024721,72.596731,584,2,2,3,5,Unfurnished,Apartment,59,1,5,1.52,0.39,1.24,14.37,59.2,119,7907
P0970,Ahmedabad - outskirts,Ahmedabad,Gujarat,22.99308,72.572931,505,2,2,1,1,Unfurnished,Independent House,14,1,7,10.92,4.16,4.33,5.35,37.5,85,8124
P0971,Vadodara - central,Vadodara,Gujarat,22.333743,73.163296,610,1,1,2,3,Semi-Furnished,Apartment,63,1,4,0.71,3.29,7.42,19.1,61.6,74,6222
P0972,Gandhinagar - outskirts,Gandhinagar,Gujarat,23.236941,72.61699,1084,3,4,5,7,Semi-Furnished,Apartment,70,1,4,1.58,4.64,5.37,7.96,43.9,103,13749
P0973,Diu - central,Diu,Gujarat,20.711206,70.989625,811,2,3,1,8,Unfurnished,Apartment,77,0,1,0.44,4.43,3.89,32.76,52.2,27,6008
P0974,Gandhinagar - central,Gandhinagar,Gujarat,23.23013,72.641818,250,1,1,1,9,Furnished,Apartment,28,1,2,9.09,5.06,8.24,3.47,25.7,100,3018
P0975,Jamnagar - outskirts,Jamnagar,Gujarat,22.442083,70.063504,804,2,2,5,8,Semi-Furnished,Apartment,83,0,1,10.28,7.29,4.37,40.0,48.3,105,4832
P0976,Valsad - central,Valsad,Gujarat,20.627371,72.923143,851,3,3,4,6,Furnished,Apartment,25,1,2,8.01,4.49,3.82,14.07,35.1,103,6399
P0977,Veraval - central,Veraval,Gujarat,20.878896,70.33322,852,2,2,3,6,Semi-Furnished,Apartment,19,2,4,7.37,2.08,5.9,29.64,60.4,86,4364
P0978,Ahmedabad - central,Ahmedabad,Gujarat,23.022548,72.545602,1369,2,2,2,4,Unfurnished,Apartment,116,1,5,9.25,7.75,1.66,22.27,47.8,103,19317
P0979,Surat - central,Surat,Gujarat,21.160121,72.834037,1088,3,4,2,7,Unfurnished,Apartment,45,1,7,3.68,1.36,1.13,19.29,53.6,73,15437
P0980,Mehsana - outskirts,Mehsana,Gujarat,23.568,72.344984,413,2,2,2,9,Unfurnished,Apartment,10,1,1,3.32,3.33,0.73,9.47,52.3,117,2447
P0981,Vapi - outskirts,Vapi,Gujarat,20.418713,72.889513,1165,3,3,3,3,Unfurnished,Apartment,133,1,4,8.88,3.54,3.39,38.45,54.2,63,10175
P0982,Rajkot - central,Rajkot,Gujarat,22.286197,70.816113,1313,2,3,6,6,Semi-Furnished,Apartment,134,0,3,7.54,2.73,0.27,12.48,45.4,56,12331
P0983,Bhavnagar - central,Bhavnagar,Gujarat,21.758019,72.146998,948,3,3,1,1,Semi-Furnished,Villa,20,1,4,8.22,6.63,6.75,11.41,49.7,101,6732
P0984,Morbi - outskirts,Morbi,Gujarat,22.789705,70.831862,1536,2,3,4,4,Unfurnished,Apartment,93,1,1,10.16,6.34,3.08,21.35,58.7,114,7779
P0985,Ahmedabad - central,Ahmedabad,Gujarat,23.001549,72.561577,1560,3,3,2,7,Furnished,Apartment,80,1,6,0.83,5.84,8.81,18.85,16.8,62,25651
P0986,Gandhinagar - outskirts,Gandhinagar,Gujarat,23.218402,72.611718,371,1,1,1,1,Furnished,Independent House,14,2,1,7.79,0.79,1.41,16.76,35.9,70,4073
P0987,Ahmedabad - central,Ahmedabad,Gujarat,23.038948,72.562239,1164,3,3,5,7,Unfurnished,Apartment,81,1,6,6.3,4.73,4.31,0.58,33.6,90,18113
P0988,Ahmedabad - central,Ahmedabad,Gujarat,23.0223,72.547429,1068,3,3,1,7,Unfurnished,Apartment,41,1,7,4.94,2.56,7.49,13.2,64.2,81,15613
P0989,Nadiad - outskirts,Nadiad,Gujarat,22.710997,72.846042,250,1,1,4,4,Semi-Furnished,Apartment,19,2,4,1.15,6.48,0.52,5.46,45.0,160,2000
P0990,Navsari - central,Navsari,Gujarat,20.933794,72.981491,1504,4,4,4,4,Unfurnished,Apartment,53,1,3,8.64,7.82,9.91,30.26,51.3,136,11317
P0991,Bhavnagar - central,Bhavnagar,Gujarat,21.742756,72.149979,1506,4,3,6,10,Furnished,Apartment,109,1,1,11.09,4.51,6.82,34.3,49.7,100,9005
P0992,Navsari - outskirts,Navsari,Gujarat,20.928578,72.943131,250,1,1,4,4,Unfurnished,Apartment,8,1,2,10.57,4.75,9.88,13.8,46.9,104,2000
P0993,Surat - central,Surat,Gujarat,21.15779,72.849004,250,1,1,1,1,Semi-Furnished,Independent House,14,1,8,4.35,6.95,5.1,0.37,32.9,52,3986
P0994,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.007254,72.592382,1131,2,2,7,9,Semi-Furnished,Apartment,118,1,7,0.44,6.43,6.89,8.91,25.9,94,18917
P0995,Bharuch - central,Bharuch,Gujarat,21.721111,73.019467,892,2,2,4,4,Unfurnished,Apartment,91,1,1,11.15,1.82,3.77,39.27,65.9,93,5654
P0996,Surat - outskirts,Surat,Gujarat,21.146256,72.855796,719,2,2,5,7,Furnished,Apartment,16,1,4,5.22,6.49,0.93,0.39,43.4,76,9136
P0997,Rajkot - outskirts,Rajkot,Gujarat,22.30382,70.787775,954,3,4,2,6,Unfurnished,Apartment,108,1,2,6.69,0.84,3.39,20.5,51.9,78,8269
P0998,Diu - central,Diu,Gujarat,20.698053,70.976327,1126,3,4,4,10,Semi-Furnished,Apartment,58,2,1,1.81,6.19,9.08,36.77,51.3,116,8368
P0999,Junagadh - central,Junagadh,Gujarat,21.53889,70.456014,731,3,4,8,12,Furnished,Apartment,68,0,3,3.69,2.41,7.63,34.49,45.0,115,5000
P1000,Ahmedabad - central,Ahmedabad,Gujarat,23.006196,72.542357,1256,2,3,7,8,Unfurnished,Apartment,119,2,8,9.08,3.9,7.28,5.41,31.5,81,21558
